File Name,File Id,Criterion Name,Expected Result,Actual Result,Report Time,Test Result NR,Batch Name,Expected Reason,Actual Reason
1684482109334_3771_810932104194_516462776.mp3,n7NSCXiA7-3waEQdtkJBgQ,Save result,Yes,No,2023-06-30 08:18:32,Fail,Batch 300 call ngay 30/6 lan 2,Call không hợp tác => Refuse to Pay,"Lưu sai, không lưu result theo quy định - Không ghi nhận số đt mới của KH"
1684482109334_3771_810932104194_516462776.mp3,n7NSCXiA7-3waEQdtkJBgQ,Attitude,Yes,Yes,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,,
1684482109334_3771_810932104194_516462776.mp3,n7NSCXiA7-3waEQdtkJBgQ,Communication skill,No,No,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,agent chen ngang,"Chen ngang khi KH đang nói #more anh đóng có so sánh ngân hàng khác công ty mỗi công ty tài chính ngân hàng đều có cái ưu điểm nhược điểm riêng chứ tự nhiên bây giờ anh đi so sánh công ty em chỉ ngân hàng khác là sao anh, anh ơi thẻ tín dụng anh đi tự nhiên ủa anh ơi nếu như tất cả các công ty tài chính ngân hàng đều như nhau"
1684482109334_3771_810932104194_516462776.mp3,n7NSCXiA7-3waEQdtkJBgQ,Follow the structure of the call,Yes,N/A,2023-06-30 08:18:32,Fail,Batch 300 call ngay 30/6 lan 2,Call không hợp tác,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Greeting,Yes,Yes,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Focus on PTP,,N/A,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,COC,Yes,Yes,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Save result,No,No,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,"KH không từ chối cũng k hứa trả mà cúp ngang, agent chưa nói oh1 => Call disconnected (RPC)","Lưu sai, không lưu result theo quy định - Không ghi nhận số đt mới của KH"
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Attitude,Yes,Yes,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Communication skill,No,Yes,2023-06-30 08:18:32,Fail,Batch 300 call ngay 30/6 lan 2,agent chen ngang,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Follow the structure of the call,Yes,N/A,2023-06-30 08:18:32,Fail,Batch 300 call ngay 30/6 lan 2,,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,OH2 handle,,N/A,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,OH1 handle,,N/A,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Summary structure,,N/A,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Payment receipt,,N/A,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Where,,N/A,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,How much,,N/A,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,When,,N/A,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Will you pay?,Yes,N/A,2023-06-30 08:18:32,Fail,Batch 300 call ngay 30/6 lan 2,,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Reason of the call,Yes,Yes,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Identification of client,Yes,Yes,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484668825_3776_810365496726_516470077.mp3,g6kv5aNBo8ZWiYVZNChNMg,Contain all information,,N/A,2023-06-30 08:18:32,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,OH2 handle,Yes,N/A,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Identification of client,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Reason of the call,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Will you pay?,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,When,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,How much,,Yes,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Where,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Payment receipt,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Contain all information,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Summary structure,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,OH1 handle,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Follow the structure of the call,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Communication skill,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Attitude,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Save result,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,Chưa đủ điều kiện PTP (thiếu số tiền) => Message left (RPC),
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,COC,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Focus on PTP,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684484804994_3753_810989015916_516470478.mp3,lmVsiHFxWw20hSsFNJdNjw,Greeting,Yes,No,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,"agent nói ""alo xin chào Trang home credit"", asr không bắt được tên nhân viên",Không giới thiệu tên nhân viên
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Contain all information,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Greeting,,No,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,Không giới thiệu tên nhân viên;#Không giới thiệu tên công ty
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Focus on PTP,,Yes,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Will you pay?,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Communication skill,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Payment receipt,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Where,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,How much,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,When,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Reason of the call,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Identification of client,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Summary structure,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,OH2 handle,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Attitude,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Save result,No,Yes,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang => Call disconnected (RPC),
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,COC,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,Follow the structure of the call,Yes,N/A,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,,
1684485272349_3648_810939424196_516471469.mp3,p6M_rCCO09MwYnFl6FJO3Q,OH1 handle,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,agent chưa nói xong greeting thì KH cúp ngang,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Attitude,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Communication skill,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Follow the structure of the call,Yes,N/A,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,OH2 handle,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,OH1 handle,No,N/A,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,"thiếu giải pháp, thiếu phân tích của moti, thiếu mục tiêu",
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Summary structure,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Contain all information,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Payment receipt,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Where,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,How much,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Greeting,Yes,No,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,"agent nói ""em Trân công ty tài chính home credit"", asr không bắt được tên nhân viên",Không giới thiệu tên nhân viên
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Focus on PTP,Yes,N/A,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,When,,N/A,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,KH cúp ngang,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Will you pay?,No,N/A,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,"agent không nói ""hôm nay ngày mai thanh toán""",
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Reason of the call,No,N/A,2023-06-30 08:18:33,Fail,Batch 300 call ngay 30/6 lan 2,thiếu số tiền trễ,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Identification of client,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,COC,Yes,Yes,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485549708_3620_810985626486_516472395.mp3,hiEjg7GPTbEZzTtxuuZGPw,Save result,No,No,2023-06-30 08:18:33,Pass,Batch 300 call ngay 30/6 lan 2,"chưa xác định được nhánh, agent chưa nói oh1 => Call disconnected (RPC)","Lưu sai, không lưu result theo quy định - Không ghi nhận số đt mới của KH"
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,COC,Yes,No,2023-06-30 08:18:34,Fail,Batch 300 call ngay 30/6 lan 2,,KO.Bad attitude with customer (rude word) Non-exception- Keyword: tao;#KO.Wrong PTP procedure_Customer does not give promise to pay
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Focus on PTP,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Greeting,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Identification of client,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Reason of the call,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Will you pay?,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,When,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,How much,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Where,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Payment receipt,,N/A,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Contain all information,Partially,Yes,2023-06-30 08:18:34,Fail,Batch 300 call ngay 30/6 lan 2,thiếu phân tích của moti,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Summary structure,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,OH1 handle,,N/A,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,OH2 handle,,N/A,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Follow the structure of the call,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Communication skill,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Attitude,Yes,No,2023-06-30 08:18:34,Fail,Batch 300 call ngay 30/6 lan 2,,Vi phạm keyword Danh xưng không phù hợp #more tao
1684485812724_3773_810974045098_516473273.mp3,gNTszGUpGxWFowt3kINMBg,Save result,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,Payment promise,
1684485817887_3776_810985709404_521499073.mp3,jDmpIHuOscaxLBnaI4lDFg,COC,Yes,No,2023-06-30 08:18:34,Fail,Batch 300 call ngay 30/6 lan 2,,KO.Wrong PTP procedure_Customer does not give promise to pay
1684485817887_3776_810985709404_521499073.mp3,jDmpIHuOscaxLBnaI4lDFg,When,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,,
1684485817887_3776_810985709404_521499073.mp3,jDmpIHuOscaxLBnaI4lDFg,Save result,Yes,Yes,2023-06-30 08:18:34,Pass,Batch 300 call ngay 30/6 lan 2,Payment promise,
